ORG_LEVEL,CITY,AREA,DISTRICT,SAFETY
Other,chicago,area_3,18,66.37
Other,chicago,area_3,18,72.56
Other,chicago,area_3,18,54.01
Other,chicago,area_3,18,69.21
Other,chicago,area_3,18,63.71
Other,chicago,area_3,18,70.1
Other,chicago,area_3,18,61.54
Other,chicago,area_3,18,49.02
Other,chicago,area_3,18,61.18
Other,chicago,area_3,18,74.32
Other,chicago,area_3,18,71.97
Other,chicago,area_3,18,72.48
Other,chicago,area_3,18,67.31
Other,chicago,area_3,18,69.29
Other,chicago,area_3,18,61.28
Other,chicago,area_3,18,73.04
Other,chicago,area_3,18,63.94
Other,chicago,area_3,18,67.13
Other,chicago,area_3,18,62.55
Other,chicago,area_3,18,46.79
Other,chicago,area_3,18,58.48
Other,chicago,area_3,18,68.87
Other,chicago,area_3,18,58.46
Other,chicago,area_3,18,70.82
Other,chicago,area_3,18,68.37
Other,chicago,area_3,18,42.78
Other,chicago,area_3,18,49.25
Other,chicago,area_3,18,41.77
Other,chicago,area_3,18,70.09
Other,chicago,area_3,18,59.88
Other,chicago,area_3,18,42
Other,chicago,area_3,18,55.82
Other,chicago,area_3,18,47.93
Other,chicago,area_3,18,46.33
Other,chicago,area_3,18,45.27
Other,chicago,area_3,18,52.19
Other,chicago,area_3,18,66.32
Other,chicago,area_3,18,61.93
Other,chicago,area_3,18,65.67
Other,chicago,area_3,18,63.93
Other,chicago,area_3,18,63.27
Other,chicago,area_3,18,58.58
Other,chicago,area_3,18,68.38
Other,chicago,area_3,18,62.31
Other,chicago,area_3,18,60.58
Other,chicago,area_3,18,59.44
Other,chicago,area_3,18,61.14
Other,chicago,area_3,18,60.39
Other,chicago,area_3,18,60.11
Other,chicago,area_3,18,60.95
Other,chicago,area_3,18,61.29
Other,chicago,area_3,18,58.08
Other,chicago,area_5,17,62.61
Other,chicago,area_5,17,63.11
Other,chicago,area_5,17,61.6
Other,chicago,area_5,17,59.08
Other,chicago,area_5,17,61.28
Other,chicago,area_5,17,61.62
Other,chicago,area_5,17,61.67
Other,chicago,area_5,17,59.47
Other,chicago,area_5,17,63.93
Other,chicago,area_5,17,66.18
Other,chicago,area_5,17,64.97
Other,chicago,area_5,17,67.95
Other,chicago,area_5,17,61.99
Other,chicago,area_5,17,64.38
Other,chicago,area_5,17,65.64
Other,chicago,area_5,17,64.8
Other,chicago,area_5,17,60.8
Other,chicago,area_5,17,69.55
Other,chicago,area_5,17,61.42
Other,chicago,area_5,17,67.25
Other,chicago,area_5,17,63.81
Other,chicago,area_5,17,66.07
Other,chicago,area_5,17,62.37
Other,chicago,area_5,17,65.76
Other,chicago,area_5,17,68.23
Other,chicago,area_5,17,65.87
Other,chicago,area_5,17,66.62
Other,chicago,area_5,17,66.1
Other,chicago,area_5,17,69.05
Other,chicago,area_5,17,66.65
Other,chicago,area_5,17,65.36
Other,chicago,area_5,17,63.5
Other,chicago,area_5,17,65.41
Other,chicago,area_5,17,62.75
Other,chicago,area_5,17,62.71
Other,chicago,area_5,17,67.67
Other,chicago,area_5,17,67.8
Other,chicago,area_5,17,64.68
Other,chicago,area_5,17,71.41
Other,chicago,area_5,17,58.36
Other,chicago,area_5,17,65.77
Other,chicago,area_5,17,66.96
Other,chicago,area_5,17,67.81
Other,chicago,area_5,17,67.37
Other,chicago,area_5,17,70.08
Other,chicago,area_5,17,69.08
Other,chicago,area_5,17,61.28
Other,chicago,area_5,17,63.12
Other,chicago,area_5,17,57.29
Other,chicago,area_5,17,61.49
Other,chicago,area_5,17,61.96
Other,chicago,area_5,17,68.63
Other,chicago,area_5,17,64.33
Other,chicago,area_5,17,69.87
Other,chicago,area_5,17,61.46
Other,chicago,area_5,17,71.51
Other,chicago,area_5,17,69.82
Other,chicago,area_5,17,60.28
Other,chicago,area_5,17,63.2
Other,chicago,area_5,17,62.11
Other,chicago,area_5,17,60.44
Other,chicago,area_5,17,64.05
Other,chicago,area_5,17,62.82
Other,chicago,area_5,17,61.52
Other,chicago,area_5,17,64.53
Other,chicago,area_5,17,66.22
Other,chicago,area_5,17,57.39
Other,chicago,area_5,17,64.46
Other,chicago,area_5,17,62.28
Other,chicago,area_5,17,65.02
Other,chicago,area_5,17,59.1
Other,chicago,area_5,17,69.12
Other,chicago,area_5,17,68.73
Other,chicago,area_5,17,62.06
Other,chicago,area_5,17,63.24
Other,chicago,area_5,17,70.51
Other,chicago,area_5,17,64.99
Other,chicago,area_5,17,64.63
Other,chicago,area_5,17,61.09
Other,chicago,area_5,17,68.61
Other,chicago,area_5,17,54.72
Other,chicago,area_5,17,61.7
Other,chicago,area_5,17,69.14
Other,chicago,area_5,17,69.81
Other,chicago,area_5,17,71.08
Other,chicago,area_5,17,62.87
Other,chicago,area_5,17,61.56
Other,chicago,area_5,17,61.41
Other,chicago,area_5,17,68.26
Other,chicago,area_5,17,67.7
Other,chicago,area_5,17,66.77
Other,chicago,area_5,17,66.33
Other,chicago,area_5,17,58.77
Other,chicago,area_5,17,63.34
Other,chicago,area_5,17,57.3
Other,chicago,area_5,17,61.26
Other,chicago,area_5,17,71.03
Other,chicago,area_5,17,53.27
Other,chicago,area_5,17,66.26
Other,chicago,area_5,17,61.18
Other,chicago,area_5,17,58.64
Other,chicago,area_5,17,65.39
Other,chicago,area_5,17,61.25
Other,chicago,area_5,17,61.88
Other,chicago,area_5,17,61.77
Other,chicago,area_5,17,68.7
Other,chicago,area_5,17,67.78
Other,chicago,area_5,17,59.17
Other,chicago,area_5,17,61.67
Other,chicago,area_5,17,64.34
Other,chicago,area_5,17,68.69
Other,chicago,area_5,17,68.29
Other,chicago,area_5,17,69.41
Other,chicago,area_5,17,67.03
Other,chicago,area_5,17,65.78
Other,chicago,area_5,17,68.41
Other,chicago,area_5,17,63.54
Other,chicago,area_5,17,70.98
Other,chicago,area_5,17,70.77
Other,chicago,area_5,17,68.07
Other,chicago,area_5,17,64.33
Other,chicago,area_5,17,65.89
Other,chicago,area_5,17,70.66
Other,chicago,area_5,17,69.56
Other,chicago,area_5,17,66.57
Other,chicago,area_5,17,65.86
Other,chicago,area_5,17,67.47
Other,chicago,area_5,17,58.86
Other,chicago,area_5,17,55.75
Other,chicago,area_5,17,54.83
Other,chicago,area_5,17,62.47
Other,chicago,area_5,17,63.59
Other,chicago,area_5,17,64.95
Other,chicago,area_5,17,61.84
Other,chicago,area_5,17,58.12
Other,chicago,area_5,17,57.19
Other,chicago,area_5,17,70.9
Other,chicago,area_5,17,62.06
Other,chicago,area_5,17,62.75
Other,chicago,area_5,17,63.37
Other,chicago,area_5,17,69.05
Other,chicago,area_5,17,52.97
Other,chicago,area_5,17,57.65
Other,chicago,area_5,17,61.3
Other,chicago,area_5,17,70.8
Other,chicago,area_5,17,61.98
Other,chicago,area_5,17,61.4
Other,chicago,area_5,17,67.89
Other,chicago,area_5,17,61.26
Other,chicago,area_5,17,68.15
Other,chicago,area_5,17,67.32
Other,chicago,area_5,17,58.59
Other,chicago,area_5,17,71.02
Other,chicago,area_5,17,64.54
Other,chicago,area_5,17,66.47
Other,chicago,area_5,17,65.85
Other,chicago,area_5,17,64.77
Other,chicago,area_5,17,64.57
Other,chicago,area_5,17,65.64
Other,chicago,area_5,17,64.99
Other,chicago,area_5,17,63.93
Other,chicago,area_5,17,68
Other,chicago,area_5,17,63.04
Other,chicago,area_5,17,63.81
Other,chicago,area_5,17,66.87
Other,chicago,area_5,17,62.53
Other,chicago,area_5,17,59.1
Other,chicago,area_5,17,61.36
Other,chicago,area_5,17,62.45
Other,chicago,area_5,17,64.26
Other,chicago,area_5,17,64.3
Other,chicago,area_5,17,65.6
Other,chicago,area_5,17,64.7
Other,chicago,area_5,17,66.15
Other,chicago,area_5,17,67.38
Other,chicago,area_5,17,61.38
Other,chicago,area_5,17,63.86
Other,chicago,area_5,17,69.03
Other,chicago,area_5,17,66.84
Other,chicago,area_5,17,72.09
Other,chicago,area_5,17,67.63
Other,chicago,area_5,17,65.93
Other,chicago,area_5,17,65.15
Other,chicago,area_5,17,72.92
Other,chicago,area_5,17,59.97
Other,chicago,area_5,17,58.37
Other,chicago,area_5,17,64.87
Other,chicago,area_5,17,61.16
Other,chicago,area_5,17,60.29
Other,chicago,area_5,17,65.79
Other,chicago,area_5,17,70.17
Other,chicago,area_5,17,59.35
Other,chicago,area_5,17,70.87
Other,chicago,area_5,17,61.94
Other,chicago,area_5,17,67.82
Other,chicago,area_5,17,72.87
Other,chicago,area_5,17,66.66
Other,chicago,area_5,17,67.58
Other,chicago,area_5,17,62.44
Other,chicago,area_5,17,60.74
Other,chicago,area_5,17,67.84
Other,chicago,area_5,17,71.55
Other,chicago,area_5,17,64.86
Other,chicago,area_5,17,63.62
Other,chicago,area_5,17,72.91
Other,chicago,area_5,17,69.39
Other,chicago,area_5,17,64.56
Other,chicago,area_5,17,65.57
Other,chicago,area_5,17,71.36
Other,chicago,area_5,17,60.5
Other,chicago,area_5,17,59.65
Other,chicago,area_5,17,65.61
Other,chicago,area_5,17,68.82
Other,chicago,area_5,17,64.16
Other,chicago,area_5,17,60
Other,chicago,area_5,17,67.94
Other,chicago,area_5,17,65.63
Other,chicago,area_5,17,60.68
Other,chicago,area_5,17,60.25
Other,chicago,area_5,17,63.15
Other,chicago,area_5,17,59.84
Other,chicago,area_5,17,60.07
Other,chicago,area_5,17,59.58
Other,chicago,area_5,17,59.87
Other,chicago,area_5,17,63.68
Other,chicago,area_5,17,60.73
Other,chicago,area_5,17,63.27
Other,chicago,area_5,17,59.48
Other,chicago,area_5,17,67.03
Other,chicago,area_5,17,60.85
Other,chicago,area_5,17,55.74
Other,chicago,area_5,17,61.84
Other,chicago,area_5,17,59.53
Other,chicago,area_5,17,61.61
Other,chicago,area_5,17,56.29
Other,chicago,area_5,17,60.69
Other,chicago,area_5,17,64.35
Other,chicago,area_5,17,63.52
Other,chicago,area_5,17,64.63
Other,chicago,area_5,17,64.91
Other,chicago,area_5,16,55.97
Other,chicago,area_5,16,67.49
Other,chicago,area_5,16,62.02
Other,chicago,area_5,16,65.46
Other,chicago,area_5,16,59.16
Other,chicago,area_5,16,70.71
Other,chicago,area_5,16,68.28
Other,chicago,area_5,16,64.2
Other,chicago,area_5,16,62.67
Other,chicago,area_5,16,63.62
Other,chicago,area_5,16,70.13
Other,chicago,area_5,16,60.38
Other,chicago,area_5,16,64.75
Other,chicago,area_5,16,67.34
Other,chicago,area_5,16,60.69
Other,chicago,area_5,16,63.77
Other,chicago,area_5,16,53.2
Other,chicago,area_5,16,59.47
Other,chicago,area_5,16,64.57
Other,chicago,area_5,16,68.43
Other,chicago,area_5,16,58.32
Other,chicago,area_5,16,66.66
Other,chicago,area_5,16,60.34
Other,chicago,area_5,16,68.57
Other,chicago,area_5,16,57.96
Other,chicago,area_5,16,64.55
Other,chicago,area_5,16,67.71
Other,chicago,area_5,16,63.97
Other,chicago,area_5,16,63.96
Other,chicago,area_5,16,71.58
Other,chicago,area_5,16,68.56
Other,chicago,area_5,16,75.64
Other,chicago,area_5,16,57.84
Other,chicago,area_5,16,62.62
Other,chicago,area_5,16,72.19
Other,chicago,area_5,16,65.43
Other,chicago,area_5,16,65.15
Other,chicago,area_5,16,66.81
Other,chicago,area_5,16,76.94
Other,chicago,area_5,16,69.49
Other,chicago,area_5,16,71.29
Other,chicago,area_5,16,63.87
Other,chicago,area_5,16,74.8
Other,chicago,area_5,16,64.72
Other,chicago,area_5,16,72.48
Other,chicago,area_5,16,65.67
Other,chicago,area_5,16,65.66
Other,chicago,area_5,16,65.47
Other,chicago,area_5,16,67.89
Other,chicago,area_5,16,53.31
Other,chicago,area_5,16,58.52
Other,chicago,area_5,16,72.8
Other,chicago,area_5,16,70
Other,chicago,area_5,16,66.47
Other,chicago,area_5,16,62.72
Other,chicago,area_5,16,73.77
Other,chicago,area_5,16,65.9
Other,chicago,area_5,16,71.52
Other,chicago,area_5,16,58.95
Other,chicago,area_5,16,65.06
Other,chicago,area_5,16,73.11
Other,chicago,area_5,16,66.24
Other,chicago,area_5,16,79.1
Other,chicago,area_5,16,71.59
Other,chicago,area_5,16,71.64
Other,chicago,area_5,16,72.01
Other,chicago,area_5,16,72.49
Other,chicago,area_5,16,59.24
Other,chicago,area_5,16,78.6
Other,chicago,area_5,16,69.4
Other,chicago,area_5,16,69.92
Other,chicago,area_5,16,66.71
Other,chicago,area_5,16,62.3
Other,chicago,area_5,16,68.73
Other,chicago,area_5,16,68.65
Other,chicago,area_5,16,73.97
Other,chicago,area_5,16,68.17
Other,chicago,area_5,16,68.56
Other,chicago,area_5,16,67.49
Other,chicago,area_5,16,64.94
Other,chicago,area_5,16,66.96
Other,chicago,area_5,16,74.03
Other,chicago,area_5,16,69.05
Other,chicago,area_5,16,62.2
Other,chicago,area_5,16,70.09
Other,chicago,area_5,16,66.45
Other,chicago,area_5,16,69.45
Other,chicago,area_5,16,79.99
Other,chicago,area_5,16,62.98
Other,chicago,area_5,16,63.42
Other,chicago,area_5,16,68.55
Other,chicago,area_5,16,73.01
Other,chicago,area_5,16,73.53
Other,chicago,area_5,16,64.56
Other,chicago,area_5,16,68.55
Other,chicago,area_5,16,70.81
Other,chicago,area_5,16,67.27
Other,chicago,area_5,16,70.26
Other,chicago,area_5,16,64.61
Other,chicago,area_5,16,72.65
Other,chicago,area_5,16,67.56
Other,chicago,area_5,16,74.5
Other,chicago,area_5,16,58.86
Other,chicago,area_5,16,64.32
Other,chicago,area_5,16,61.42
Other,chicago,area_5,16,68.83
Other,chicago,area_5,16,65.3
Other,chicago,area_5,16,75.93
Other,chicago,area_5,16,65.66
Other,chicago,area_5,16,60.39
Other,chicago,area_5,16,73.82
Other,chicago,area_5,16,73.69
Other,chicago,area_5,16,66.48
Other,chicago,area_5,16,60.97
Other,chicago,area_5,16,71.84
Other,chicago,area_5,16,66.47
Other,chicago,area_5,16,65.05
Other,chicago,area_5,16,72.42
Other,chicago,area_5,16,66.47
Other,chicago,area_5,16,68.56
Other,chicago,area_5,16,69.18
Other,chicago,area_5,16,63.06
Other,chicago,area_5,16,62.95
Other,chicago,area_5,16,67.07
Other,chicago,area_5,16,67.24
Other,chicago,area_5,16,76.26
Other,chicago,area_5,16,67.77
Other,chicago,area_5,16,65.16
Other,chicago,area_5,16,64.3
Other,chicago,area_5,16,69.35
Other,chicago,area_5,16,69.92
Other,chicago,area_5,16,62.37
Other,chicago,area_5,16,70.19
Other,chicago,area_5,16,67.41
Other,chicago,area_5,16,63.39
Other,chicago,area_5,16,67.38
Other,chicago,area_5,16,69.77
Other,chicago,area_5,16,74.92
Other,chicago,area_5,16,70.01
Other,chicago,area_5,16,71.05
Other,chicago,area_5,16,66.99
Other,chicago,area_5,16,71.62
Other,chicago,area_5,16,66.58
Other,chicago,area_5,16,67.6
Other,chicago,area_5,16,71.33
Other,chicago,area_5,16,70.34
Other,chicago,area_5,16,72.51
Other,chicago,area_5,16,69.07
Other,chicago,area_5,16,76.15
Other,chicago,area_5,16,70.16
Other,chicago,area_5,16,64.66
Other,chicago,area_5,16,65.73
Other,chicago,area_5,16,73.4
Other,chicago,area_5,16,72.11
Other,chicago,area_5,16,64.59
Other,chicago,area_5,16,58.1
Other,chicago,area_5,16,63.38
Other,chicago,area_5,16,65.63
Other,chicago,area_5,16,67.05
Other,chicago,area_5,16,64.67
Other,chicago,area_5,16,67.69
Other,chicago,area_5,16,69.33
Other,chicago,area_5,16,65.3
Other,chicago,area_5,16,57.46
Other,chicago,area_5,16,66.84
Other,chicago,area_5,16,68.72
Other,chicago,area_5,16,69.72
Other,chicago,area_5,16,71.46
Other,chicago,area_5,16,68.52
Other,chicago,area_5,16,72.59
Other,chicago,area_5,16,64.51
Other,chicago,area_5,16,65.59
Other,chicago,area_5,16,70.88
Other,chicago,area_5,16,69.42
Other,chicago,area_5,16,72.35
Other,chicago,area_5,16,70.82
Other,chicago,area_5,16,59.03
Other,chicago,area_5,16,67.76
Other,chicago,area_5,16,67.3
Other,chicago,area_5,16,69.53
Other,chicago,area_5,16,68.3
Other,chicago,area_5,16,72.83
Other,chicago,area_5,16,69.44
Other,chicago,area_5,16,65.1
Other,chicago,area_5,16,78.32
Other,chicago,area_5,16,63.26
Other,chicago,area_5,16,63.34
Other,chicago,area_5,16,64.1
Other,chicago,area_5,16,61.05
Other,chicago,area_5,16,70.97
Other,chicago,area_5,16,67.32
Other,chicago,area_5,16,62.26
Other,chicago,area_5,16,62.99
Other,chicago,area_5,16,62.07
Other,chicago,area_5,16,68.24
Other,chicago,area_5,16,65.32
Other,chicago,area_5,16,62.06
Other,chicago,area_5,16,63.05
Other,chicago,area_5,16,61.71
Other,chicago,area_5,16,63.1
Other,chicago,area_5,16,58.98
Other,chicago,area_5,16,66.63
Other,chicago,area_5,16,68.56
Other,chicago,area_5,16,60.96
Other,chicago,area_5,16,63.78
Other,chicago,area_5,16,63.31
Other,chicago,area_5,16,62.16
Other,chicago,area_5,16,61.35
Other,chicago,area_5,16,62.78
Other,chicago,area_5,16,57.14
Other,chicago,area_5,16,78.34
Other,chicago,area_5,16,63.62
Other,chicago,area_5,16,67.63
Other,chicago,area_5,16,63.61
Other,chicago,area_5,16,73.75
Other,chicago,area_5,16,68.08
Other,chicago,area_5,16,67.31
Other,chicago,area_5,16,66.8
Other,chicago,area_5,16,67.2
Other,chicago,area_5,16,70.34
Other,chicago,area_5,16,66.72
Other,chicago,area_5,16,66.42
Other,chicago,area_5,16,71.27
Other,chicago,area_5,16,75.05
Other,chicago,area_5,16,70.66
Other,chicago,area_5,16,63.5
Other,chicago,area_5,16,68.23
Other,chicago,area_5,16,66.47
Other,chicago,area_5,16,72.31
Other,chicago,area_5,16,66.86
Other,chicago,area_5,16,62.99
Other,chicago,area_5,16,79.57
Other,chicago,area_5,16,61.48
Other,chicago,area_5,16,66.19
Other,chicago,area_5,16,76.67
Other,chicago,area_5,16,77.02
Other,chicago,area_5,16,67.75
Other,chicago,area_5,16,60.28
Other,chicago,area_5,16,70.1
Other,chicago,area_5,16,67.45
Other,chicago,area_5,16,69.42
Other,chicago,area_5,16,80.33
Other,chicago,area_5,16,70.9
Other,chicago,area_5,16,73.57
Other,chicago,area_5,16,68.09
Other,chicago,area_5,16,55.73
Other,chicago,area_5,16,65.29
Other,chicago,area_5,16,76.24
Other,chicago,area_5,16,69.82
Other,chicago,area_5,16,76.66
Other,chicago,area_5,16,60.33
Other,chicago,area_5,16,71.97
Other,chicago,area_5,16,66.39
Other,chicago,area_5,16,71.8
Other,chicago,area_5,16,69.99
Other,chicago,area_5,16,68.13
Other,chicago,area_5,16,70.25
Other,chicago,area_5,16,66.5
Other,chicago,area_5,16,65.37
Other,chicago,area_5,16,61.22
Other,chicago,area_5,16,61.78
Other,chicago,area_5,16,69.71
Other,chicago,area_5,16,73.13
Other,chicago,area_5,16,73.64
Other,chicago,area_5,16,63.55
Other,chicago,area_5,16,72.43
Other,chicago,area_5,16,66.47
Other,chicago,area_5,16,69.03
Other,chicago,area_5,16,73.45
Other,chicago,area_5,16,67.73
Other,chicago,area_5,16,72.02
Other,chicago,area_5,16,77.43
Other,chicago,area_5,16,69.15
Other,chicago,area_5,16,67.83
Other,chicago,area_5,16,57.44
Other,chicago,area_5,16,64.11
Other,chicago,area_5,16,53.51
Other,chicago,area_5,16,70.2
Other,chicago,area_5,16,64.56
Other,chicago,area_5,16,63.1
Other,chicago,area_5,16,67.79
Other,chicago,area_5,16,63.74
Other,chicago,area_5,16,62.27
Other,chicago,area_5,16,65.12
Other,chicago,area_5,16,66.84
Other,chicago,area_5,16,65.03
Other,chicago,area_5,16,62.58
Other,chicago,area_5,16,67.54
Other,chicago,area_5,16,65.09
Other,chicago,area_5,16,66.82
Other,chicago,area_5,16,62.85
Other,chicago,area_5,16,62.96
Other,chicago,area_5,16,62.71
Other,chicago,area_5,16,68.25
Other,chicago,area_5,16,64.19
Other,chicago,area_5,16,64.37
Other,chicago,area_5,16,66.04
Other,chicago,area_5,16,66.48
Other,chicago,area_5,16,61.38
Other,chicago,area_5,16,63.59
Other,chicago,area_4,15,45.17
Other,chicago,area_4,15,45.1
Other,chicago,area_4,15,45.23
Other,chicago,area_4,15,53.27
Other,chicago,area_4,15,45.19
Other,chicago,area_4,15,50.14
Other,chicago,area_4,15,53.39
Other,chicago,area_4,15,54.29
Other,chicago,area_4,15,54.24
Other,chicago,area_4,15,55.05
Other,chicago,area_4,15,67.05
Other,chicago,area_4,15,65.17
Other,chicago,area_4,15,62.57
Other,chicago,area_4,15,64.51
Other,chicago,area_4,15,64.94
Other,chicago,area_4,15,64.12
Other,chicago,area_4,15,62.27
Other,chicago,area_4,15,56.15
Other,chicago,area_4,15,58.8
Other,chicago,area_4,15,58.9
Other,chicago,area_4,15,51.95
Other,chicago,area_4,15,61.76
Other,chicago,area_4,15,62.98
Other,chicago,area_4,15,56.52
Other,chicago,area_4,15,58.44
Other,chicago,area_4,15,62.34
Other,chicago,area_4,15,48.42
Other,chicago,area_4,15,47.54
Other,chicago,area_4,15,56.54
Other,chicago,area_4,15,58.75
Other,chicago,area_4,15,52.26
Other,chicago,area_4,15,46.62
Other,chicago,area_4,15,58.5
Other,chicago,area_4,15,41.85
Other,chicago,area_4,15,49.64
Other,chicago,area_4,15,52.49
Other,chicago,area_4,15,61.02
Other,chicago,area_4,15,53.24
Other,chicago,area_4,15,60.65
Other,chicago,area_4,15,43.85
Other,chicago,area_4,15,54.46
Other,chicago,area_4,15,47.24
Other,chicago,area_4,15,44.57
Other,chicago,area_4,15,46.49
Other,chicago,area_4,15,56.81
Other,chicago,area_4,15,44.91
Other,chicago,area_4,15,59.06
Other,chicago,area_4,15,50.24
Other,chicago,area_4,15,53.56
Other,chicago,area_4,15,46.61
Other,chicago,area_4,15,42.52
Other,chicago,area_4,15,45.2
Other,chicago,area_4,15,48.44
Other,chicago,area_4,15,62.42
Other,chicago,area_4,15,51.24
Other,chicago,area_4,15,57.92
Other,chicago,area_4,15,51.65
Other,chicago,area_4,15,38.19
Other,chicago,area_4,15,59.94
Other,chicago,area_4,15,35.53
Other,chicago,area_4,15,38.55
Other,chicago,area_4,15,59.74
Other,chicago,area_4,15,67.74
Other,chicago,area_4,15,36.67
Other,chicago,area_4,15,54.54
Other,chicago,area_4,15,46.38
Other,chicago,area_4,15,59.52
Other,chicago,area_4,15,28.36
Other,chicago,area_4,15,48.19
Other,chicago,area_4,15,53.79
Other,chicago,area_4,15,55.53
Other,chicago,area_4,15,54.31
Other,chicago,area_4,15,58.69
Other,chicago,area_4,15,60.25
Other,chicago,area_4,15,50.44
Other,chicago,area_4,15,53.98
Other,chicago,area_4,15,58.44
Other,chicago,area_4,15,41.79
Other,chicago,area_4,15,54.92
Other,chicago,area_4,15,46.41
Other,chicago,area_4,15,49.84
Other,chicago,area_4,15,47.58
Other,chicago,area_4,15,41.77
Other,chicago,area_4,15,46.55
Other,chicago,area_4,15,42.84
Other,chicago,area_4,15,52.75
Other,chicago,area_4,15,53.92
Other,chicago,area_4,15,51.65
Other,chicago,area_4,15,58.3
Other,chicago,area_4,15,57.44
Other,chicago,area_4,15,41.91
Other,chicago,area_4,15,50.37
Other,chicago,area_4,15,33.84
Other,chicago,area_4,15,48.39
Other,chicago,area_4,15,51.36
Other,chicago,area_4,15,57.8
Other,chicago,area_4,15,59.76
Other,chicago,area_4,15,57.51
Other,chicago,area_4,15,54.4
Other,chicago,area_4,15,55.28
Other,chicago,area_4,15,44.68
Other,chicago,area_4,15,48.6
Other,chicago,area_4,15,54.79
Other,chicago,area_4,15,53.55
Other,chicago,area_4,15,60.78
Other,chicago,area_4,15,54.33
Other,chicago,area_4,15,46.52
Other,chicago,area_4,15,53.79
Other,chicago,area_4,15,35.5
Other,chicago,area_4,15,57.25
Other,chicago,area_4,15,58
Other,chicago,area_4,15,58.17
Other,chicago,area_4,15,53.69
Other,chicago,area_4,15,46.21
Other,chicago,area_4,15,53.92
Other,chicago,area_4,15,41.67
Other,chicago,area_4,15,56.67
Other,chicago,area_4,15,57.27
Other,chicago,area_4,15,53.31
Other,chicago,area_4,15,51.95
Other,chicago,area_4,15,49.55
Other,chicago,area_4,15,53.4
Other,chicago,area_4,15,52.62
Other,chicago,area_4,15,52.23
Other,chicago,area_4,15,42.78
Other,chicago,area_4,15,42.01
Other,chicago,area_4,15,49.09
Other,chicago,area_4,15,48.12
Other,chicago,area_4,15,49.02
Other,chicago,area_4,15,53.82
Other,chicago,area_4,15,55.76
Other,chicago,area_4,15,56.7
Other,chicago,area_4,15,44.26
Other,chicago,area_4,15,48.23
Other,chicago,area_4,15,51.87
Other,chicago,area_4,15,56.01
Other,chicago,area_4,15,56.82
Other,chicago,area_4,15,38.99
Other,chicago,area_4,15,55.51
Other,chicago,area_4,15,54.86
Other,chicago,area_4,15,60.41
Other,chicago,area_4,15,46.17
Other,chicago,area_4,15,48.6
Other,chicago,area_4,15,40.65
Other,chicago,area_4,15,43.45
Other,chicago,area_4,15,52.77
Other,chicago,area_4,15,59.73
Other,chicago,area_4,15,55.36
Other,chicago,area_4,15,61.19
Other,chicago,area_4,15,56.02
Other,chicago,area_4,15,38.08
Other,chicago,area_4,15,57.82
Other,chicago,area_4,15,53.9
Other,chicago,area_4,15,59.09
Other,chicago,area_4,15,54.25
Other,chicago,area_4,15,55.75
Other,chicago,area_4,15,57.57
Other,chicago,area_4,15,55.99
Other,chicago,area_4,15,59.88
Other,chicago,area_4,15,47.25
Other,chicago,area_4,15,51.59
Other,chicago,area_4,15,51.73
Other,chicago,area_4,15,55.78
Other,chicago,area_4,15,32.7
Other,chicago,area_4,15,49.5
Other,chicago,area_4,15,45.99
Other,chicago,area_4,15,35.46
Other,chicago,area_4,15,59.43
Other,chicago,area_4,15,48.29
Other,chicago,area_4,15,50.25
Other,chicago,area_4,15,57.19
Other,chicago,area_4,15,52.36
Other,chicago,area_4,15,57.5
Other,chicago,area_4,15,60.86
Other,chicago,area_4,15,49.66
Other,chicago,area_4,15,51.76
Other,chicago,area_4,15,50
Other,chicago,area_4,15,57.26
Other,chicago,area_4,15,40.68
Other,chicago,area_4,15,51.35
Other,chicago,area_4,15,49.73
Other,chicago,area_4,15,49.89
Other,chicago,area_4,15,49.84
Other,chicago,area_4,15,46.04
Other,chicago,area_4,15,62.44
Other,chicago,area_4,15,48.59
Other,chicago,area_4,15,35.24
Other,chicago,area_4,15,47.57
Other,chicago,area_4,15,49.3
Other,chicago,area_4,15,52.4
Other,chicago,area_4,15,43.87
Other,chicago,area_4,15,49.43
Other,chicago,area_4,15,46.8
Other,chicago,area_4,15,49.71
Other,chicago,area_4,15,52.08
Other,chicago,area_4,15,55.76
Other,chicago,area_4,15,55.61
Other,chicago,area_4,15,48.02
Other,chicago,area_4,15,50.19
Other,chicago,area_4,15,46.87
Other,chicago,area_4,15,47.72
Other,chicago,area_4,15,54.16
Other,chicago,area_4,15,47.92
Other,chicago,area_4,15,56.95
Other,chicago,area_4,15,50.7
Other,chicago,area_4,15,60.55
Other,chicago,area_4,15,46.41
Other,chicago,area_4,15,43.66
Other,chicago,area_4,15,55.73
Other,chicago,area_4,15,39.34
Other,chicago,area_4,15,57.35
Other,chicago,area_4,15,48.92
Other,chicago,area_4,15,43.53
Other,chicago,area_4,15,55.06
Other,chicago,area_4,15,53.95
Other,chicago,area_4,15,41.97
Other,chicago,area_4,15,50.98
Other,chicago,area_4,15,46.39
Other,chicago,area_4,15,48.62
Other,chicago,area_4,15,58.85
Other,chicago,area_4,15,54.06
Other,chicago,area_4,15,62.15
Other,chicago,area_4,15,48.91
Other,chicago,area_4,15,51.13
Other,chicago,area_4,15,57.28
Other,chicago,area_4,15,47.25
Other,chicago,area_4,15,49.91
Other,chicago,area_4,15,54.28
Other,chicago,area_4,15,58.32
Other,chicago,area_4,15,51.12
